"(-1, -6, -9, -3, -2, -3, -2, -1)",49
"(-1, -15, -10, -4, -1, -2, -2, -6)",49
"(-1, 15, 3, -1, -2, -4, -5, -5)",49
"(-5, -2, 16, 3, 0, 3, 3, 6)",49
"(3, 18, -12, -1, 2, 1, 1, 2)",49
"(3, -9, 0, 1, 0, 1, 2, 7)",49
"(-2, -1, 2, -3, -3, -1, 1, -2)",49
"(0, -11, -16, -3, -1, -2, 1, -1)",49
"(-2, -4, 4, 1, 1, -1, 1, -1)",49
"(1, 13, 1, -3, -3, -3, -4, -5)",49
"(-5, -8, -3, -3, 0, -2, -4, 1)",49
"(2, -2, 0, 1, 0, 1, -2, -4)",49
"(-6, 2, 1, 1, -3, 0, 1, 2)",49
"(0, 9, 4, 0, 1, 1, -1, -2)",49
"(0, -9, 5, 2, 1, -1, 0, 0)",49
"(2, 9, -13, -5, -6, -2, -2, -1)",49
"(-2, -8, 3, 0, -3, -7, -9, -12)",49
"(-5, -10, -4, 0, -2, -5, -5, -4)",49
"(8, 29, 16, 4, 5, 8, 17, 16)",49
"(-1, -18, -12, -6, -5, -2, 3, 2)",49
"(-5, -9, -5, -6, -2, -1, 4, -2)",49
"(-4, -8, -6, 5, 4, 3, 0, 2)",49
"(-6, -10, -9, -3, -2, -2, -6, -10)",49
"(0, 4, 2, -2, -4, -14, -4, 1)",49
"(0, 9, 13, -1, -1, 14, 0, -1)",49
"(1, -4, -12, -5, -2, -1, 0, 3)",49
"(1, -2, -2, 3, 1, -1, 1, -4)",49
"(-3, 3, 3, -1, -2, -5, -10, -10)",49
"(-4, 1, 10, 0, -9, -19, -36, -27)",49
"(8, 14, 3, 0, 7, -44, -59, 4)",49
"(5, -13, -15, -3, -11, 19, 69, 20)",49
"(-2, -5, -1, 1, -1, -17, 29, 26)",49
"(-10, 10, 14, 8, 6, 51, 33, -10)",49
"(-15, -17, -20, -10, 4, 21, -4, -20)",49
"(4, 0, 1, -2, 7, -14, -19, 18)",49
"(-11, 7, -4, -1, 2, 8, -13, -17)",49
"(-1, -1, -2, -11, -18, -36, -13, -1)",49
"(3, -2, 2, 2, 3, -1, -2, 1)",49
"(-5, -6, -3, -3, -3, -19, -23, -18)",49
"(1, -4, -10, -3, -3, -15, -14, -9)",49
"(5, 0, -5, 0, 6, 25, -13, -3)",49
"(5, 7, -13, -7, -13, -30, -38, -18)",49
"(0, -10, -2, -11, -13, -70, -42, 10)",49
"(4, 23, 19, 22, 34, 98, 101, 61)",49
"(-14, 1, 2, -3, 2, 26, 0, -29)",49
"(-3, -1, 12, -10, -47, -44, 36, -13)",49
"(-8, -3, 7, 29, 86, 79, -78, -26)",49
"(-21, -27, -25, -35, -51, -128, -128, -81)",49
"(47, 19, 6, 41, 46, 79, 97, 118)",49
"(-31, -2, 1, -47, -23, 104, 103, -46)",49
"(12, 1, 2, -7, -50, -106, -82, 21)",49
"(0, 15, 25, 31, 74, 64, -28, -22)",49
"(2, -35, -31, -9, 14, 28, 19, 85)",49
"(5, 32, 29, 48, 53, -6, 109, 14)",49
"(-28, -31, -34, -32, -5, -32, -50, -42)",49
"(25, 21, 13, -6, -36, 71, 107, 19)",49
"(2, -9, -9, -30, -58, -128, -78, -31)",49
"(2, -17, -28, 16, 40, 39, 9, 88)",49
"(-7, 5, 7, -14, -1, 6, 31, -15)",49
"(19, -8, 3, 16, -8, -49, -84, 18)",49
"(-13, 7, 13, -1, -14, 104, 42, -24)",49
"(2, -2, 0, -60, -51, -2, -14, -7)",49
"(8, 1, -9, 15, -1, -68, 18, -84)",49
"(-41, -14, 3, -22, 51, -65, -62, 3)",49
"(60, 15, 22, 44, 1, 67, 109, 53)",49
"(-50, -4, 13, 35, 14, -71, -70, -66)",49
"(20, 11, 3, 13, -23, 8, -53, 54)",49
"(-19, -17, -7, 6, -46, 83, -25, -111)",49
"(-33, -3, -11, -38, -31, -128, -128, -100)",49
"(55, 22, 42, 113, 68, 127, 89, 56)",49
"(29, -5, -28, -31, -45, 110, -53, -37)",49
"(-22, -16, -28, -18, -68, -100, 63, 38)",49
"(-5, -1, 33, -6, 59, 89, 60, 3)",49
"(-19, 13, -10, 36, -9, -92, -8, 36)",49
"(-45, -24, -2, 7, -1, 35, -18, -55)",49
"(11, -6, -7, 9, -23, -112, 10, 79)",49
"(-14, -30, -30, -15, -30, -31, 99, -128)",49
"(35, 26, 24, -6, -16, 44, -126, 127)",49
"(-73, -7, 7, -2, 33, -76, -32, -7)",49
"(7, 13, 6, 1, -19, 36, 78, -87)",49
"(4, 4, 11, -36, -57, -8, -128, 127)",49
"(-48, -38, -40, -88, -121, -128, -111, -128)",49
"(22, 4, -16, 7, 44, 85, 119, 76)",49
"(-19, 7, 5, 5, 72, 67, -32, -52)",49
"(34, 3, -3, 13, 8, 6, -77, 56)",49
"(82, 18, 22, -1, -9, 127, 94, 1)",49
"(-36, 10, 30, -24, -17, -72, -41, -4)",49
"(-47, -41, -47, -77, -48, -67, -119, 25)",49
"(58, 10, -13, -1, 3, 63, 114, 73)",49
"(-5, -10, -21, 11, -10, -73, -59, 53)",49
"(0, 13, 23, 59, 85, 71, 26, 14)",49
"(29, 19, 17, 2, 24, -114, -70, -63)",49
"(-50, -14, -9, -47, -20, -8, 4, -128)",49
"(-52, -62, -55, -19, -27, -80, 51, -44)",49
"(48, 22, 3, 6, -13, -32, 93, 6)",49
"(82, 18, 2, -17, 2, 108, -77, 52)",49
"(-65, 5, 13, 23, 57, -46, 25, 15)",49
"(20, 26, 23, -20, 39, -84, -97, -31)",49
"(0, -14, -8, -14, -70, 66, 124, 48)",49
"(11, -11, -14, 4, -7, 0, 127, 29)",49
"(-23, -50, -58, -52, -35, -33, -83, 26)",49
"(-7, 3, 22, 22, 5, -45, 103, -7)",49
"(53, 24, 23, 18, 53, 2, -128, 51)",49
"(-18, 16, 3, -14, -72, 11, -29, 1)",49
"(-8, 7, 12, 26, -14, -7, 35, -67)",49
"(-47, -31, -40, -20, 53, 63, -83, -117)",49
"(63, 25, 17, 17, 4, -36, 118, 57)",49
"(-15, -17, -15, 3, -54, 44, 127, 58)",49
"(39, 3, 2, -8, -50, -49, -128, 25)",49
"(-4, 20, 16, 11, 76, -120, 29, -11)",49
"(23, 22, 29, 33, -91, 110, 77, 50)",49
"(-47, 2, 26, 51, 108, -29, -110, -26)",49
"(58, 52, 29, -15, 1, -59, 67, -3)",49
"(10, -42, -59, -65, -76, -43, -72, 36)",49
"(7, 3, 11, 10, 29, 30, 91, 43)",49
"(-30, -20, -18, 46, 48, -128, -99, 48)",49
"(-31, 6, 18, 63, 6, 127, 127, -31)",49
"(7, -1, -29, -35, -72, -19, -128, 87)",49
"(-15, -10, 10, -55, 58, 42, -21, -18)",49
"(48, -21, -18, 35, 25, 88, 103, 88)",49
"(-9, -17, -8, 16, 80, 7, -128, -34)",49
"(14, 17, 35, 43, 2, 116, -24, 55)",49
"(-61, -50, -34, -15, -46, -128, 13, -88)",49
"(24, 6, 4, 1, 44, -26, 28, -46)",49
"(-27, -18, -11, 7, 20, 7, 83, -32)",49
"(-1, 26, 30, 5, 49, -31, -88, 33)",49
"(-7, -1, -26, 9, -89, -65, 1, -26)",49
"(-8, 22, 30, -14, 27, 127, -104, -128)",49
"(-58, -5, -4, -11, -56, -128, 72, -74)",49
"(-6, -27, -8, -34, -61, 0, -75, -27)",49
"(-54, 1, 7, 16, 45, -80, -121, -85)",49
"(-29, -19, -26, -8, 47, -100, -32, -71)",49
"(48, 36, 36, 32, -7, 29, 9, 106)",49
"(7, 7, 18, 41, 51, -21, 87, 0)",49
"(23, -9, -16, -29, -79, 18, -128, 95)",49
"(-20, -6, -6, -3, 2, -64, 41, 56)",49
"(-35, -25, -32, 9, 82, 101, 37, -90)",49
"(55, 14, 20, -12, 33, 106, 110, 16)",49
"(38, 9, 12, -11, -30, -96, -103, 32)",49
"(-4, 8, 4, -38, -10, 74, 56, 86)",49
"(-32, -26, -39, -36, -44, 62, -119, -25)",49
"(-22, 1, 2, 15, 51, 127, 52, -36)",49
"(19, -21, -25, -28, -68, -93, -83, -3)",49
"(-21, 23, 29, -62, -99, 22, 81, -52)",49
"(6, 5, 15, 24, -61, -18, 44, -33)",49
"(35, 20, 14, 12, 46, -35, 26, 96)",49
"(-37, -6, -20, -46, -36, 103, 60, -21)",49
"(57, 23, 30, 66, -38, -85, 22, 34)",49
"(-55, -24, -26, -20, 35, -128, -128, -72)",49
"(54, 32, 42, -21, -102, 63, 118, 89)",49
"(15, 16, 20, 14, -30, -71, 3, -34)",49
"(-19, -6, 0, 13, 35, -54, 66, -79)",49
"(28, 24, -8, 41, 49, -128, -13, -3)",49
"(-24, -37, -25, -23, -29, 46, 26, 36)",49
"(-41, -20, -4, -12, 15, -86, -105, -58)",49
"(-4, -7, -16, -4, -60, 23, 3, -43)",49
"(75, 28, 47, 38, -6, 39, 0, 105)",49
"(-15, 22, 17, 26, 59, -1, 10, -11)",49
"(-8, -8, -15, -37, 21, 76, -54, -61)",49
"(46, 13, 32, 49, 127, 122, -23, 2)",49
"(-33, -17, -22, -48, -85, -21, 44, 64)",49
"(38, 7, -14, 21, 32, 11, 0, -46)",49
"(-42, -3, 3, 15, -19, -67, -20, -38)",49
"(11, -3, -10, 10, -35, -79, -26, -6)",49
"(-38, -22, -17, -39, 9, -60, -103, -65)",49
"(-2, -8, -5, 20, -23, 13, -111, -2)",49
"(31, 1, -5, 18, 48, 46, 127, 100)",49
"(-67, -21, -24, -30, -25, -56, -128, -83)",49
"(3, 30, 47, 18, 4, -53, 107, 1)",49
"(15, -6, -25, 30, 99, -94, -107, -17)",49
"(13, 9, 1, -12, -50, 80, 92, 90)",49
"(-6, -16, -20, -30, -78, 26, -66, 45)",49
"(31, -3, 12, 2, 42, 127, -23, 116)",49
"(-3, -17, -22, 0, 39, -128, -101, -22)",49
"(-25, 6, 7, -17, 85, 124, 28, -100)",49
"(-16, 28, -4, -29, -53, 70, -44, 54)",49
"(-25, -53, -37, -17, 16, -92, 34, -25)",49
"(-9, 26, 39, 11, -5, 74, 123, -36)",49
"(19, -27, -5, 27, 4, -21, -96, -26)",49
"(-39, 6, 9, -1, 104, 68, 81, -1)",49
"(17, 4, -18, -28, -99, -19, -114, -10)",49
"(10, -3, -4, -23, -97, -76, 42, 31)",49
"(34, 17, 13, 33, -1, 7, -67, 112)",49
"(-44, -5, -4, 2, 8, -124, -128, -27)",49
"(-4, 9, 18, -2, 7, 34, 110, -48)",49
"(-35, -23, -8, -3, -39, 68, -38, -128)",49
"(41, 33, 25, 19, -27, 24, -128, -98)",49
"(29, 8, 27, -3, -49, 108, 127, 92)",49
"(8, 8, 7, 23, 31, -79, -128, 40)",49
"(-20, -3, -1, -20, -70, -46, 2, 28)",49
"(-2, -6, 3, 28, 63, -61, 47, 1)",49
"(18, 7, -10, 5, -18, 74, 17, -51)",49
"(-16, -21, -20, -9, -23, 118, -48, 64)",49
"(18, -8, -11, -20, -21, 58, 51, 40)",49
"(4, -5, -19, -18, -29, -52, -33, 61)",49
"(48, 7, 2, 12, 21, -67, 11, 78)",49
"(3, -4, 5, -21, -37, 75, -1, -83)",49
"(-20, -11, -38, -6, -28, -63, 59, -60)",49
"(-21, 4, -4, 9, 54, -48, -40, 25)",49
"(68, -5, -24, -16, -25, 24, 83, 32)",49
"(-26, -3, -16, -20, 40, -2, 7, -43)",49
"(-23, -3, 15, 17, -29, -28, -128, -13)",49
"(37, -12, -8, 21, -6, 127, 127, 90)",49
"(-14, -6, 4, -11, -50, -128, -128, -82)",49
"(31, 15, -5, -4, 27, -24, -107, -30)",49
"(-13, 10, 5, -13, -1, -91, 23, -31)",49
"(-29, 6, -22, -23, -31, -119, -99, 15)",49
"(-1, -17, 2, 25, 54, 24, -36, 48)",49
"(-16, -18, -1, 46, 48, -62, 127, 43)",49
"(37, 27, 33, 25, -4, -9, -16, -16)",49
"(-97, -15, -10, -20, 75, -120, 25, -128)",49
"(46, 13, -7, -4, -4, 10, 28, 112)",49
"(22, 22, 28, -11, -13, 71, -45, 72)",49
"(-15, 13, 4, -2, 38, 33, 11, -10)",49
"(27, 17, 17, 23, 16, -59, -28, 56)",49
"(-10, -4, -7, -9, -80, 60, 66, -56)",49
"(-19, 5, 2, 20, 4, -1, -113, 14)",49
"(-7, -4, 12, -3, 17, 49, -128, -37)",49
"(14, 7, 5, -1, -49, -65, -33, -45)",49
"(-21, -12, -6, 4, 61, 45, 36, 53)",49
"(15, 11, 0, 9, -21, -81, -43, -4)",49
"(-6, -15, -11, -17, -9, -27, -103, -81)",49
"(-22, -19, -17, -2, -33, 125, 104, -69)",49
"(2, -1, 7, 12, -1, -66, -111, 1)",49
"(11, 3, -10, -3, -88, -57, -30, -12)",49
"(-45, -35, -65, -59, -27, 6, -69, -75)",49
"(-1, -13, 4, -3, 58, 78, 36, 77)",49
"(-4, 7, 10, 13, 15, -51, -103, -29)",49
"(15, -5, 5, 4, -20, 65, 36, -29)",49
"(-10, -2, 0, -4, -7, -128, -87, -53)",49
"(-27, 6, 0, -8, 1, 125, 59, 42)",49
"(2, -27, -11, -8, -12, -22, 13, -32)",49
"(-27, -20, -18, -5, -18, -26, 71, 49)",49
"(10, -17, -5, 19, 11, 4, -8, 9)",49
"(13, 14, 22, 25, 52, 37, 31, -56)",49
"(-24, 3, -5, -27, -57, -7, 87, -84)",49
"(54, 28, 18, 16, 27, -92, -76, 104)",49
"(9, 7, 28, 23, 56, 89, 43, 34)",49
"(13, -6, 3, -12, -3, -40, -64, 11)",49
"(-32, -10, -10, -28, -69, -53, -117, -34)",49
"(57, 22, 6, 5, 20, 29, -13, -3)",49
"(-19, 8, -6, -15, -10, -51, 27, 127)",49
"(22, 18, 10, -7, -51, 27, -32, -41)",49
"(-29, -25, -18, 24, 86, 24, -24, 2)",49
"(10, -14, -4, -16, -18, -52, -83, -18)",49
"(-12, 7, 21, 30, 11, -36, 110, 68)",49
"(2, -4, -2, 9, -61, -27, -92, -8)",49
"(7, 14, 7, -2, -12, 12, -42, -21)",49
"(-39, -1, -5, -7, 20, 9, 34, -64)",49
"(-4, -15, -14, -9, -13, 31, -74, 14)",49
"(-8, -7, 2, -23, -49, -128, -88, 0)",49
"(8, 9, 13, 19, 44, 116, 102, -4)",49
"(-16, -10, -1, 2, 9, -113, -7, 18)",49
"(8, 5, -4, -15, -61, -58, -68, 5)",49
"(-3, -10, -4, 22, 69, 27, 88, -27)",49
"(0, 8, 9, 3, 3, -56, -87, -11)",49
"(6, -2, -9, -10, -2, 19, 10, 22)",49
"(31, 22, 27, 17, 5, -60, 26, 0)",49
"(37, 1, 3, -16, 13, 97, -46, 80)",49
"(-27, -27, -23, -21, 5, -93, 75, 127)",49
